tweet_id,favorites,retweets,user_followers,user_favourites,date_time
881906580714921986,23389,3208,8310259,142725,2017-07-03 16:04:48+00:00
881666595344535552,48733,10048,8310259,142725,2017-07-03 00:11:11+00:00
881633300179243008,122,7,8310259,142725,2017-07-02 21:58:53+00:00
881536004380872706,47565,15038,8310259,142725,2017-07-02 15:32:16+00:00
881268444196462592,22283,4937,8310259,142725,2017-07-01 21:49:04+00:00
880935762899988482,16384,2631,8310259,142725,2017-06-30 23:47:07+00:00
880872448815771648,20478,3598,8310259,142725,2017-06-30 19:35:32+00:00
880465832366813184,27434,5879,8310259,142725,2017-06-29 16:39:47+00:00
880221127280381952,25979,3969,8310259,142725,2017-06-29 00:27:25+00:00
880095782870896641,26586,4089,8310259,142725,2017-06-28 16:09:20+00:00
879862464715927552,21510,3290,8310259,142725,2017-06-28 00:42:13+00:00
879674319642796034,302,10,8310259,142725,2017-06-27 12:14:36+00:00
879492040517615616,22578,3001,8310259,142725,2017-06-27 00:10:17+00:00
879415818425184262,101939,41866,8310259,142725,2017-06-26 19:07:24+00:00
879376492567855104,16186,2943,8310259,142725,2017-06-26 16:31:08+00:00
879130579576475649,0,6428,8310259,142725,2017-06-26 00:13:58+00:00
879050749262655488,21691,4419,8310259,142725,2017-06-25 18:56:45+00:00
879008229531029506,18266,2541,8310259,142725,2017-06-25 16:07:47+00:00
878776093423087618,18666,3878,8310259,142725,2017-06-25 00:45:22+00:00
878604707211726852,29072,6733,8310259,142725,2017-06-24 13:24:20+00:00
878404777348136964,0,1222,8310259,142725,2017-06-24 00:09:53+00:00
878316110768087041,0,6301,8310259,142725,2017-06-23 18:17:33+00:00
878281511006478336,7439,1222,8310259,142725,2017-06-23 16:00:04+00:00
878057613040115712,40517,6428,8310259,142725,2017-06-23 01:10:23+00:00
877736472329191424,76700,17976,8310260,142725,2017-06-22 03:54:17+00:00
877611172832227328,0,77,8310260,142725,2017-06-21 19:36:23+00:00
877556246731214848,21877,3603,8310260,142725,2017-06-21 15:58:08+00:00
877316821321428993,26385,4892,8310260,142725,2017-06-21 00:06:44+00:00
877201837425926144,26129,5280,8310260,142725,2017-06-20 16:29:50+00:00
876838120628539392,19964,3156,8310260,142725,2017-06-19 16:24:33+00:00
876537666061221889,22732,4414,8310260,142725,2017-06-18 20:30:39+00:00
876484053909872640,18081,2257,8310260,142725,2017-06-18 16:57:37+00:00
876120275196170240,26933,4425,8310260,142725,2017-06-17 16:52:05+00:00
875747767867523072,24266,4039,8310260,142725,2017-06-16 16:11:53+00:00
875144289856114688,21153,4665,8310260,142725,2017-06-15 00:13:52+00:00
875097192612077568,26453,5752,8310260,142725,2017-06-14 21:06:43+00:00
875021211251597312,24568,4474,8310260,142725,2017-06-14 16:04:48+00:00
874680097055178752,26850,4394,8310260,142725,2017-06-13 17:29:20+00:00
874434818259525634,0,13829,8310260,142725,2017-06-13 01:14:41+00:00
874296783580663808,25130,3902,8310260,142725,2017-06-12 16:06:11+00:00
874057562936811520,21914,3758,8310260,142725,2017-06-12 00:15:36+00:00
874012996292530176,33295,9782,8310990,142726,2017-06-11 21:18:31+00:00
873580283840344065,23376,3734,8310260,142725,2017-06-10 16:39:04+00:00
873337748698140672,0,1511,8310260,142725,2017-06-10 00:35:19+00:00
873213775632977920,6955,1511,8310260,142725,2017-06-09 16:22:42+00:00
872967104147763200,26360,5139,8310260,142725,2017-06-09 00:02:31+00:00
872820683541237760,14229,3529,8310260,142725,2017-06-08 14:20:41+00:00
872620804844003328,20065,3483,8310260,142725,2017-06-08 01:06:27+00:00
872486979161796608,39377,8586,8310260,142725,2017-06-07 16:14:40+00:00
872122724285648897,33262,7728,8310260,142725,2017-06-06 16:07:15+00:00
871879754684805121,36558,10533,8310260,142725,2017-06-06 00:01:46+00:00
871762521631449091,19605,3319,8310260,142725,2017-06-05 16:15:56+00:00
871515927908634625,19520,3301,8310260,142725,2017-06-04 23:56:03+00:00
871166179821445120,0,5447,8310260,142725,2017-06-04 00:46:17+00:00
871102520638267392,20276,5258,8310260,142725,2017-06-03 20:33:19+00:00
871032628920680449,21986,3642,8310260,142725,2017-06-03 15:55:36+00:00
870804317367881728,32610,5916,8310260,142725,2017-06-03 00:48:22+00:00
870726314365509632,118,3,8310260,142725,2017-06-02 19:38:25+00:00
870656317836468226,12017,2528,8310260,142725,2017-06-02 15:00:16+00:00
870374049280663552,80359,25267,8310260,142725,2017-06-01 20:18:38+00:00
870308999962521604,21233,3979,8310260,142725,2017-06-01 16:00:09+00:00
870063196459192321,35536,7959,8310260,142725,2017-05-31 23:43:25+00:00
869772420881756160,41270,9670,8310260,142725,2017-05-31 04:27:59+00:00
869702957897576449,27432,6057,8310260,142725,2017-05-30 23:51:58+00:00
869596645499047938,15526,3005,8310260,142725,2017-05-30 16:49:31+00:00
869227993411051520,19858,3629,8310260,142725,2017-05-29 16:24:37+00:00
868880397819494401,63730,13863,8310260,142725,2017-05-28 17:23:24+00:00
868639477480148993,0,2000,8310260,142725,2017-05-28 01:26:04+00:00
868622495443632128,26003,5101,8310260,142725,2017-05-28 00:18:35+00:00
868552278524837888,9843,2000,8310260,142725,2017-05-27 19:39:34+00:00
867900495410671616,23572,4025,8310260,142725,2017-05-26 00:29:37+00:00
867774946302451713,33070,7074,8310260,142725,2017-05-25 16:10:44+00:00
867421006826221569,15700,2406,8310260,142725,2017-05-24 16:44:18+00:00
867072653475098625,0,118,8310260,142725,2017-05-23 17:40:04+00:00
867051520902168576,31431,7592,8310260,142725,2017-05-23 16:16:06+00:00
866720684873056260,19557,4627,8310260,142725,2017-05-22 18:21:28+00:00
866686824827068416,18815,3352,8310990,142726,2017-05-22 16:06:55+00:00
866450705531457537,119456,34033,8310260,142725,2017-05-22 00:28:40+00:00
866334964761202691,51270,13829,8310260,142725,2017-05-21 16:48:45+00:00
866094527597207552,0,8102,8310260,142725,2017-05-21 00:53:21+00:00
865718153858494464,25067,5444,8310260,142725,2017-05-19 23:57:46+00:00
865359393868664832,25886,4841,8310260,142725,2017-05-19 00:12:11+00:00
865006731092295680,27396,7439,8310260,142725,2017-05-18 00:50:50+00:00
864873206498414592,31576,8421,8310260,142725,2017-05-17 16:00:15+00:00
864279568663928832,14284,2931,8310260,142725,2017-05-16 00:41:21+00:00
864197398364647424,29455,8612,8310260,142725,2017-05-15 19:14:50+00:00
863907417377173506,20189,4006,8310260,142725,2017-05-15 00:02:33+00:00
863553081350529029,14970,4065,8310260,142725,2017-05-14 00:34:33+00:00
863471782782697472,0,2366,8310260,142725,2017-05-13 19:11:30+00:00
863432100342583297,23349,5089,8310260,142725,2017-05-13 16:33:49+00:00
863427515083354112,2192,94,8310260,142725,2017-05-13 16:15:35+00:00
863079547188785154,8595,1076,8310260,142725,2017-05-12 17:12:53+00:00
863062471531167744,8318,2366,8310260,142725,2017-05-12 16:05:02+00:00
862831371563274240,18809,5007,8310260,142725,2017-05-12 00:46:44+00:00
862722525377298433,16760,3439,8310260,142725,2017-05-11 17:34:13+00:00
862457590147678208,20103,4813,8310260,142725,2017-05-11 00:01:27+00:00
862096992088072192,73155,22580,8310260,142725,2017-05-10 00:08:34+00:00
861383897657036800,35488,10441,8310260,142725,2017-05-08 00:54:59+00:00
861288531465048066,16910,4036,8310260,142725,2017-05-07 18:36:02+00:00
861005113778896900,16430,3723,8310260,142725,2017-05-06 23:49:50+00:00
860981674716409858,0,2104,8310260,142725,2017-05-06 22:16:42+00:00
860924035999428608,0,790,8310260,142725,2017-05-06 18:27:40+00:00
860563773140209665,7396,2104,8310260,142725,2017-05-05 18:36:06+00:00
860524505164394496,23276,5169,8310260,142725,2017-05-05 16:00:04+00:00
860276583193509888,18051,3412,8310260,142725,2017-05-04 23:34:55+00:00
860184849394610176,16421,5721,8310260,142725,2017-05-04 17:30:24+00:00
860177593139703809,0,30274,8310260,142725,2017-05-04 17:01:34+00:00
859924526012018688,19295,4007,8310260,142725,2017-05-04 00:15:58+00:00
859851578198683649,15205,3441,8310260,142725,2017-05-03 19:26:06+00:00
859607811541651456,18337,1535,8310260,142725,2017-05-03 03:17:27+00:00
859196978902773760,88817,29553,8310260,142725,2017-05-02 00:04:57+00:00
859074603037188101,33434,13347,8310260,142725,2017-05-01 15:58:40+00:00
858860390427611136,0,7990,8310260,142725,2017-05-01 01:47:28+00:00
858843525470990336,15364,3431,8310260,142725,2017-05-01 00:40:27+00:00
858471635011153920,21258,4775,8310260,142725,2017-04-30 00:02:42+00:00
858107933456039936,15554,2867,8310260,142725,2017-04-28 23:57:28+00:00
857989990357356544,15947,2553,8310260,142725,2017-04-28 16:08:49+00:00
857746408056729600,33887,10460,8310260,142725,2017-04-28 00:00:54+00:00
857393404942143489,5836,1618,8310260,142725,2017-04-27 00:38:11+00:00
857263160327368704,19841,4451,8310260,142725,2017-04-26 16:00:39+00:00
857214891891077121,226,17,8310260,142725,2017-04-26 12:48:51+00:00
857062103051644929,0,169,8310260,142725,2017-04-26 02:41:43+00:00
857029823797047296,18759,3955,8310260,142725,2017-04-26 00:33:27+00:00
856543823941562368,16156,2849,8310260,142725,2017-04-24 16:22:16+00:00
856526610513747968,11771,1858,8310260,142725,2017-04-24 15:13:52+00:00
856330835276025856,0,657,8310260,142725,2017-04-24 02:15:55+00:00
856288084350160898,512,16,8310260,142725,2017-04-23 23:26:03+00:00
856282028240666624,27561,6222,8310260,142725,2017-04-23 23:01:59+00:00
855862651834028034,340,26,8310260,142725,2017-04-22 19:15:32+00:00
855860136149123072,4959,999,8310260,142725,2017-04-22 19:05:32+00:00
855857698524602368,11799,2098,8310260,142725,2017-04-22 18:55:51+00:00
855851453814013952,45348,17774,8310260,142725,2017-04-22 18:31:02+00:00
855818117272018944,26501,5393,8310260,142725,2017-04-22 16:18:34+00:00
855459453768019968,29783,8161,8310260,142725,2017-04-21 16:33:22+00:00
855245323840757760,0,5931,8310260,142725,2017-04-21 02:22:29+00:00
855138241867124737,0,44,8310260,142725,2017-04-20 19:16:59+00:00
854732716440526848,22772,6033,8310260,142725,2017-04-19 16:25:34+00:00
854482394044301312,29253,6860,8310260,142725,2017-04-18 23:50:52+00:00
854365224396361728,18870,4669,8310260,142725,2017-04-18 16:05:17+00:00
854120357044912130,31976,7466,8310260,142725,2017-04-17 23:52:16+00:00
854010172552949760,16205,3153,8310260,142725,2017-04-17 16:34:26+00:00
853760880890318849,28612,5746,8310260,142725,2017-04-17 00:03:50+00:00
853639147608842240,34852,10092,8310260,142725,2017-04-16 16:00:07+00:00
853299958564483072,15549,3557,8310260,142725,2017-04-15 17:32:18+00:00
852936405516943360,0,2008,8310260,142725,2017-04-14 17:27:40+00:00
852912242202992640,9097,1832,8310260,142725,2017-04-14 15:51:39+00:00
852672615818899456,14974,2158,8310260,142725,2017-04-13 23:59:28+00:00
852553447878664193,16409,3510,8310260,142725,2017-04-13 16:05:56+00:00
852311364735569921,33294,9963,8310260,142725,2017-04-13 00:03:59+00:00
852226086759018497,20112,6867,8310260,142725,2017-04-12 18:25:07+00:00
852189679701164033,11517,1592,8310260,142725,2017-04-12 16:00:27+00:00
851861385021730816,0,20,8310260,142725,2017-04-11 18:15:55+00:00
851591660324737024,16357,3501,8310260,142725,2017-04-11 00:24:08+00:00
851464819735769094,24413,7109,8310260,142725,2017-04-10 16:00:07+00:00
851224888060895234,20815,5764,8310260,142725,2017-04-10 00:06:42+00:00
850753642995093505,31170,9239,8310260,142725,2017-04-08 16:54:09+00:00
850380195714523136,13197,2641,8310260,142725,2017-04-07 16:10:12+00:00
850333567704068097,3483,336,8310260,142725,2017-04-07 13:04:55+00:00
850145622816686080,16487,3838,8310260,142725,2017-04-07 00:38:06+00:00
850019790995546112,20625,4920,8310260,142725,2017-04-06 16:18:05+00:00
849776966551130114,30816,7677,8310260,142725,2017-04-06 00:13:11+00:00
849668094696017920,0,5013,8310260,142725,2017-04-05 17:00:34+00:00
849412302885593088,16046,3185,8310260,142725,2017-04-05 00:04:08+00:00
849336543269576704,11533,1929,8310260,142725,2017-04-04 19:03:06+00:00
849051919805034497,42865,8593,8310260,142725,2017-04-04 00:12:06+00:00
848690551926992896,25488,4380,8310260,142725,2017-04-03 00:16:10+00:00
848324959059550208,25067,4663,8310260,142725,2017-04-02 00:03:26+00:00
848213670039564288,8289,746,8310260,142725,2017-04-01 16:41:12+00:00
848212111729840128,16540,3094,8310260,142725,2017-04-01 16:35:01+00:00
847978865427394560,0,3302,8310260,142725,2017-04-01 01:08:10+00:00
847971574464610304,0,436,8310260,142725,2017-04-01 00:39:12+00:00
847962785489326080,23845,5168,8310260,142725,2017-04-01 00:04:17+00:00
847842811428974592,5526,1349,8310260,142725,2017-03-31 16:07:33+00:00
847617282490613760,7083,424,8310260,142725,2017-03-31 01:11:22+00:00
847606175596138505,19037,3467,8310260,142725,2017-03-31 00:27:14+00:00
847251039262605312,20776,4350,8310260,142725,2017-03-30 00:56:03+00:00
847157206088847362,20223,5960,8310260,142725,2017-03-29 18:43:12+00:00
847116187444137987,21752,3243,8310260,142725,2017-03-29 16:00:12+00:00
846874817362120707,20390,3979,8310260,142725,2017-03-29 00:01:05+00:00
846514051647705089,45318,11778,8310260,142725,2017-03-28 00:07:32+00:00
846505985330044928,14328,3125,8310260,142725,2017-03-27 23:35:28+00:00
846153765933735936,32191,9219,8310260,142725,2017-03-27 00:15:53+00:00
846139713627017216,31448,10131,8310260,142725,2017-03-26 23:20:02+00:00
846042936437604353,16267,2927,8310260,142725,2017-03-26 16:55:29+00:00
845812042753855489,29767,8871,8310260,142725,2017-03-26 01:38:00+00:00
845677943972139009,25600,4878,8310260,142725,2017-03-25 16:45:08+00:00
845397057150107648,7764,1842,8310260,142725,2017-03-24 22:08:59+00:00
845306882940190720,23753,5487,8310260,142725,2017-03-24 16:10:40+00:00
845098359547420673,0,7809,8310260,142725,2017-03-24 02:22:04+00:00
844979544864018432,13876,2605,8310260,142725,2017-03-23 18:29:57+00:00
844973813909606400,15381,3270,8310260,142725,2017-03-23 18:07:10+00:00
844580511645339650,16786,3197,8310260,142725,2017-03-22 16:04:20+00:00
844223788422217728,13894,2246,8310260,142725,2017-03-21 16:26:50+00:00
843981021012017153,15438,2998,8310260,142725,2017-03-21 00:22:10+00:00
843856843873095681,21864,4723,8310260,142725,2017-03-20 16:08:44+00:00
843604394117681152,17212,2801,8310260,142725,2017-03-19 23:25:35+00:00
843235543001513987,21955,6155,8310260,142725,2017-03-18 22:59:54+00:00
842846295480000512,15539,3705,8310260,142725,2017-03-17 21:13:10+00:00
842765311967449089,6887,1314,8310260,142725,2017-03-17 15:51:22+00:00
842535590457499648,18464,3588,8310260,142725,2017-03-17 00:38:32+00:00
842163532590374912,24986,5931,8310260,142725,2017-03-16 00:00:07+00:00
842115215311396866,14298,3107,8310260,142725,2017-03-15 20:48:07+00:00
841833993020538882,0,15553,8310260,142725,2017-03-15 02:10:39+00:00
841680585030541313,26246,7968,8310260,142725,2017-03-14 16:01:03+00:00
841439858740625411,12921,3773,8310260,142725,2017-03-14 00:04:30+00:00
841320156043304961,20218,5626,8310260,142725,2017-03-13 16:08:50+00:00
841314665196081154,16172,4793,8310260,142725,2017-03-13 15:47:01+00:00
841077006473256960,23366,5447,8310260,142725,2017-03-13 00:02:39+00:00
840761248237133825,0,1801,8310260,142725,2017-03-12 03:07:56+00:00
840728873075638272,0,16581,8310260,142725,2017-03-12 00:59:17+00:00
840698636975636481,180,2,8310260,142725,2017-03-11 22:59:09+00:00
840696689258311684,12569,1002,8310260,142725,2017-03-11 22:51:24+00:00
840632337062862849,9185,1801,8310260,142725,2017-03-11 18:35:42+00:00
840370681858686976,16832,4675,8310260,142725,2017-03-11 01:15:58+00:00
840268004936019968,19727,5873,8310260,142725,2017-03-10 18:27:58+00:00
839990271299457024,13744,2348,8310260,142725,2017-03-10 00:04:21+00:00
839549326359670784,28154,7990,8310260,142725,2017-03-08 18:52:12+00:00
839290600511926273,0,146,8310260,142725,2017-03-08 01:44:07+00:00
839239871831150596,27867,6703,8310260,142725,2017-03-07 22:22:32+00:00
838952994649550848,20102,4094,8310260,142725,2017-03-07 03:22:35+00:00
838921590096166913,11441,2114,8310260,142725,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8310260,142725,2017-03-07 00:57:32+00:00
838831947270979586,0,11341,8310260,142725,2017-03-06 19:21:35+00:00
838561493054533637,11191,1368,8310260,142725,2017-03-06 01:26:54+00:00
838476387338051585,23143,4927,8310260,142725,2017-03-05 19:48:43+00:00
838201503651401729,0,10355,8310260,142725,2017-03-05 01:36:26+00:00
838150277551247360,1715,341,8310260,142725,2017-03-04 22:12:52+00:00
838085839343206401,145,1,8310260,142725,2017-03-04 17:56:49+00:00
838083903487373313,18076,3239,8310260,142725,2017-03-04 17:49:08+00:00
837820167694528512,35066,8102,8310260,142725,2017-03-04 00:21:08+00:00
837482249356513284,3934,452,8310260,142725,2017-03-03 01:58:22+00:00
837471256429613056,13131,2340,8310260,142725,2017-03-03 01:14:41+00:00
837110210464448512,16468,2446,8310260,142725,2017-03-02 01:20:01+00:00
836989968035819520,13063,2352,8310260,142725,2017-03-01 17:22:13+00:00
836753516572119041,19799,4781,8310260,142725,2017-03-01 01:42:39+00:00
836677758902222849,12948,2287,8310260,142725,2017-02-28 20:41:37+00:00
836648853927522308,0,566,8310260,142725,2017-02-28 18:46:45+00:00
836397794269200385,0,28456,8310260,142725,2017-02-28 02:09:08+00:00
836380477523124226,15150,3070,8310260,142725,2017-02-28 01:00:19+00:00
836260088725786625,21867,4426,8310260,142725,2017-02-27 17:01:56+00:00
836001077879255040,19608,4394,8310260,142725,2017-02-26 23:52:43+00:00
835685285446955009,0,8399,8310260,142725,2017-02-26 02:57:52+00:00
835574547218894849,18277,3729,8310260,142725,2017-02-25 19:37:50+00:00
835536468978302976,0,1755,8310260,142725,2017-02-25 17:06:32+00:00
835309094223372289,0,21720,8310260,142725,2017-02-25 02:03:02+00:00
835297930240217089,16909,3100,8310260,142725,2017-02-25 01:18:40+00:00
835264098648616962,7945,1755,8310260,142725,2017-02-24 23:04:14+00:00
835246439529840640,2161,73,8310260,142725,2017-02-24 21:54:03+00:00
835172783151792128,26876,5946,8310260,142725,2017-02-24 17:01:22+00:00
835152434251116546,23085,3122,8310260,142725,2017-02-24 15:40:31+00:00
834931633769889797,11127,1705,8310260,142725,2017-02-24 01:03:08+00:00
834786237630337024,21859,5656,8310260,142725,2017-02-23 15:25:23+00:00
834574053763584002,14065,2617,8310260,142725,2017-02-23 01:22:14+00:00
834477809192075265,0,11035,8310260,142725,2017-02-22 18:59:48+00:00
834458053273591808,9891,1737,8310260,142725,2017-02-22 17:41:18+00:00
834209720923721728,21212,4921,8310260,142725,2017-02-22 01:14:30+00:00
834167344700198914,16242,3774,8310260,142725,2017-02-21 22:26:07+00:00
834089966724603904,10335,2198,8310260,142725,2017-02-21 17:18:39+00:00
834086379323871233,13431,2280,8310260,142725,2017-02-21 17:04:24+00:00
833863086058651648,13799,2482,8310260,142725,2017-02-21 02:17:06+00:00
833826103416520705,18531,3880,8310260,142725,2017-02-20 23:50:09+00:00
833732339549220864,0,224,8310260,142725,2017-02-20 17:37:34+00:00
833722901757046785,21354,3327,8310260,142725,2017-02-20 17:00:04+00:00
833479644947025920,15275,2116,8310260,142725,2017-02-20 00:53:27+00:00
833124694597443584,20779,5013,8310260,142725,2017-02-19 01:23:00+00:00
832998151111966721,13689,2285,8310260,142725,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8310260,142725,2017-02-18 01:50:19+00:00
832757312314028032,17329,3743,8310260,142725,2017-02-18 01:03:09+00:00
832682457690300417,12229,3039,8310260,142725,2017-02-17 20:05:43+00:00
832645525019123713,3017,543,8310260,142725,2017-02-17 17:38:57+00:00
832636094638288896,16313,2883,8310261,142725,2017-02-17 17:01:29+00:00
832397543355072512,12292,2289,8310261,142725,2017-02-17 01:13:34+00:00
832369877331693569,17699,3302,8310261,142725,2017-02-16 23:23:38+00:00
832273440279240704,11657,2415,8310261,142725,2017-02-16 17:00:25+00:00
832215909146226688,0,6436,8310261,142725,2017-02-16 13:11:49+00:00
832215726631055365,0,9710,8310261,142725,2017-02-16 13:11:05+00:00
832088576586297345,67,2,8310261,142725,2017-02-16 04:45:50+00:00
832040443403784192,0,10008,8310261,142725,2017-02-16 01:34:34+00:00
832032802820481025,18396,4835,8310261,142725,2017-02-16 01:04:13+00:00
831939777352105988,24735,6362,8310261,142725,2017-02-15 18:54:34+00:00
831926988323639298,352,34,8310261,142725,2017-02-15 18:03:45+00:00
831911600680497154,28516,6753,8310261,142725,2017-02-15 17:02:36+00:00
831670449226514432,10770,1880,8310261,142725,2017-02-15 01:04:21+00:00
831650051525054464,7398,2008,8310261,142725,2017-02-14 23:43:18+00:00
831552930092285952,9269,2382,8310261,142725,2017-02-14 17:17:22+00:00
831322785565769729,9516,1600,8310261,142725,2017-02-14 02:02:51+00:00
831315979191906304,6735,1161,8310261,142725,2017-02-14 01:35:49+00:00
831309418084069378,12114,2547,8310261,142725,2017-02-14 01:09:44+00:00
831262627380748289,12287,2122,8310261,142725,2017-02-13 22:03:49+00:00
830956169170665475,8211,1548,8310261,142725,2017-02-13 01:46:03+00:00
830583320585068544,69030,17435,8310261,142725,2017-02-12 01:04:29+00:00
830173239259324417,0,5917,8310261,142725,2017-02-10 21:54:58+00:00
830097400375152640,10144,3082,8310261,142725,2017-02-10 16:53:37+00:00
829878982036299777,0,5221,8310261,142725,2017-02-10 02:25:42+00:00
829861396166877184,12625,2031,8310261,142725,2017-02-10 01:15:49+00:00
829501995190984704,32801,11035,8310261,142725,2017-02-09 01:27:41+00:00
829449946868879360,10811,2105,8310261,142725,2017-02-08 22:00:52+00:00
829141528400556032,25251,7672,8310261,142725,2017-02-08 01:35:19+00:00
829011960981237760,54803,16946,8310261,142725,2017-02-07 17:00:28+00:00
828801551087042563,0,3542,8310261,142725,2017-02-07 03:04:22+00:00
828770345708580865,26400,6116,8310261,142725,2017-02-07 01:00:22+00:00
828708714936930305,37804,11674,8310261,142725,2017-02-06 20:55:28+00:00
828650029636317184,9835,1409,8310261,142725,2017-02-06 17:02:17+00:00
828409743546925057,6538,1206,8310261,142725,2017-02-06 01:07:28+00:00
828408677031882754,7931,1342,8310261,142725,2017-02-06 01:03:14+00:00
828381636999917570,13058,2304,8310261,142725,2017-02-05 23:15:47+00:00
828376505180889089,7643,1111,8310261,142725,2017-02-05 22:55:23+00:00
828372645993398273,12993,3060,8310261,142725,2017-02-05 22:40:03+00:00
828361771580813312,2280,177,8310261,142725,2017-02-05 21:56:51+00:00
828046555563323392,12164,2979,8310261,142725,2017-02-05 01:04:17+00:00
828011680017821696,10708,2236,8310261,142725,2017-02-04 22:45:42+00:00
827933404142436356,20798,5444,8310261,142725,2017-02-04 17:34:40+00:00
827653905312006145,15989,3124,8310261,142725,2017-02-03 23:04:02+00:00
827600520311402496,7663,979,8310261,142725,2017-02-03 19:31:54+00:00
827324948884643840,16382,3177,8310261,142725,2017-02-03 01:16:53+00:00
827199976799354881,10940,2334,8310261,142725,2017-02-02 17:00:17+00:00
826958653328592898,22326,5221,8310261,142725,2017-02-02 01:01:21+00:00
826848821049180160,37691,10621,8310261,142725,2017-02-01 17:44:55+00:00
826615380357632002,0,4150,8310261,142725,2017-02-01 02:17:19+00:00
826598799820865537,5282,264,8310261,142725,2017-02-01 01:11:25+00:00
826598365270007810,10409,2444,8310261,142725,2017-02-01 01:09:42+00:00
826476773533745153,19069,4397,8310261,142725,2017-01-31 17:06:32+00:00
826240494070030336,13755,2708,8310261,142725,2017-01-31 01:27:39+00:00
826204788643753985,5041,968,8310261,142725,2017-01-30 23:05:46+00:00
826115272272650244,16195,3271,8310261,142725,2017-01-30 17:10:04+00:00
825876512159186944,10824,1952,8310261,142725,2017-01-30 01:21:19+00:00
825829644528148480,13180,2588,8310261,142725,2017-01-29 22:15:05+00:00
